entry_id	figure	panel	source	record_type	independent_unit	notes	sha256
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15409_curves.csv	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15409_curves.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	6acada6df90dc105a4d56c4bdb10dcd115744925f7ed689e89c2d4f98a0ec32d
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15409_final_states.npz	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15409_final_states.npz	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	17fe168eedae9393d8a8bf07df2fea8ad41cbbc9ecf60b190d753c65fb288479
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15410_audit.json	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15410_audit.json	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	0b8b34396a041ce209fe6b9439e978ca00bebfb1214055ad57075617f888ea3c
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15410_credit_diagnostics.csv	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15410_credit_diagnostics.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	8ef2832d9ccce5fff1e319db881761891cd36730e563d2555b206e2e225e9bb7
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15410_curves.csv	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15410_curves.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	f4c475cd73955b49f6a36e95ccb866fda768c13e399be279b81bae07980939cd
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15410_final_states.npz	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15410_final_states.npz	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	86cfe2d75e234e21415a544415687a712a92fed31ca77e06ba9ba1af9aa86770
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15411_audit.json	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15411_audit.json	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	a7c569e8e5e72c4b253c991c51ac5e7f00a684ab3847fc97bd72db7517dffc12
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15411_credit_diagnostics.csv	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15411_credit_diagnostics.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	b42b62005967ad10244422087ab588ca5d08ac53903d6d4f68f04e5202807719
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15411_curves.csv	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15411_curves.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	016b327fe3c2b9a85c1e8c1ceada509de3f10d587b9022b1898b3e5ded034152
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15411_final_states.npz	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15411_final_states.npz	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	d7c6480a957d72b34fdfc313863aeb86794d024a2cd30f755e239019f023880b
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15412_audit.json	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15412_audit.json	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	e3cd93963dcc1467f0bec3b8187af98d1868e491589fa72a482e9508c18f06e1
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15412_credit_diagnostics.csv	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15412_credit_diagnostics.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	48faaaf140ff5942f2d905037b5d8489af2b9baa8f7a9f12db7e6c240198d535
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15412_curves.csv	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15412_curves.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	2cb62bddb6a1a3ee49c2b90fc9beda38a923a3d20bb48a7d7021dbfff982de3d
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15412_final_states.npz	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15412_final_states.npz	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	729baf5fafca7041c3ee0db68e3fd7215ecc801176c67330a74b89e3f6cc5c0f
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15413_audit.json	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15413_audit.json	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	242579c2037a3b750690e4e61c966010875191b1ee82a0c1b1a4c1ec3ea7fed7
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15413_credit_diagnostics.csv	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15413_credit_diagnostics.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	c45dd66497f22473051a2cd0fab0fd838d130ab8dace7e7aa65360592a015ca0
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15413_curves.csv	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15413_curves.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	8f0d432dc90ccab76557bea9d81779e7e8ec90d583e622daaf784c35b250a013
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15413_final_states.npz	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15413_final_states.npz	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	d34bb995c9f420e63529a7dde466bad3a2bc7460eb216f461b3acc325468a598
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15414_audit.json	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15414_audit.json	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	08fa358053b94d98fc058c419bafcef377146b960b61ad78a5b22496cf15db30
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15414_credit_diagnostics.csv	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15414_credit_diagnostics.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	a1fe466ea42d95ca930027189dc3372e7069701bb45dc2bb199effcba1593c50
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15414_curves.csv	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15414_curves.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	517608f88c7dbfe7d3679d1cdd21d2317e4fe4ae115cacd206f0fa9ef2b71383
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15414_final_states.npz	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15414_final_states.npz	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	96ed96fa055c13aa41aa7dd70f31f7f551b5586d9e92f8c7df25413cd3329f46
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15415_audit.json	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15415_audit.json	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	c10a00d5ef01e5da40333fa6506eaf8e143388070937839a897e7a8ec9702c5b
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15415_credit_diagnostics.csv	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15415_credit_diagnostics.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	2ef3bc4dbc12ebbed9f37eff1170f825d7da47635faf7d2053eada21e4773016
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15415_curves.csv	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15415_curves.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	34acf77af2ba77d261e0ff8f9f96b54fe24a856fc010e860ac98773998fc2be6
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15415_final_states.npz	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15415_final_states.npz	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	7327ae85c1d305bc4f0863b17106e9e1aaf232188a00e7b200894798525aaa64
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15416_audit.json	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15416_audit.json	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	b0610c4180ae6c54ab92e4c18f7ec99b11342352c66671ebb11416024b738124
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15416_credit_diagnostics.csv	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15416_credit_diagnostics.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	781fc26e233f7435ac2d178af04020cc6c81e35aeababf602e6e48cbc573e51c
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15416_curves.csv	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15416_curves.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	c8fe917043df0e8d34b8b69730dca69a56792b8f1f4eb997c7c1c46c20e851e2
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15416_final_states.npz	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15416_final_states.npz	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	b66392517bd97a19e52f95093cbff6f55290f73aff7bc2bbb0d051cb2d848586
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15417_audit.json	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15417_audit.json	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	5bd30df037d96dea8d0f2cd5df6f2983f03dbc7418e8c5beb97385bc666a0870
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15417_credit_diagnostics.csv	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15417_credit_diagnostics.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	6b067c1eff37c01dc9e8d089182e11bb92e7a956eac1f74642d1a8544012d58b
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15417_curves.csv	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15417_curves.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	977429dcc2fee06a15f0b70275118ab1f7b533d74545f2971441e8ec3472d63d
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15417_final_states.npz	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15417_final_states.npz	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	a927f7a48d5134942a49011d0d4e96e894eeac15163bc5bab223871d780bf7ba
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15418_audit.json	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15418_audit.json	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	d5d54dfd5e06494d2dc577b878848761fe955a9d2efd0ad76505b6d1abeb31c7
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15418_credit_diagnostics.csv	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15418_credit_diagnostics.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	9feb204c784e6032bf28e69c5b4ef5281947981a09ecf391ca198533073a44e2
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15418_curves.csv	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15418_curves.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	10a79f3e9f4ca70994458034d2f53f26299c7a48241af1dce137cb0abc8a0067
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15418_final_states.npz	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15418_final_states.npz	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	f3426bcad4e6aeb18e65133bb31b9e99355ccecfe08ab91fd550e461e60162cb
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15419_audit.json	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15419_audit.json	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	0eec09555a9e9a00a74f692dcecaf6c01f99bb3f11abc84cf74075fc0049f7ce
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15419_credit_diagnostics.csv	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15419_credit_diagnostics.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	539e53acb44a0cbcb6e1992af277716588f05643388cebe79691d3e4fb036869
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15419_curves.csv	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15419_curves.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	fba8f5bda3f102360f04b19c399cfa2e070f1b2c46b684dd5a1386de685eee6c
morphology.figS42.a-f.source_data.morphology_conductance.runs.fresh.seed_15419_final_states.npz	figS42	a-f	source_data/morphology_conductance/runs/fresh/seed_15419_final_states.npz	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	846af1e9f3c54b7a43a8f851933eb497eafb9d989763edfca6b4919fbe813698
morphology.figS42.a-f.source_data.morphology_conductance.summaries.fresh.all_credit_diagnostics.csv	figS42	a-f	source_data/morphology_conductance/summaries/fresh/all_credit_diagnostics.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	16dff97346f1d6a5c83bc34b1c0b45a015cea59a8db111484c20ada2237a95be
morphology.figS42.a-f.source_data.morphology_conductance.summaries.fresh.all_learning_curves.csv	figS42	a-f	source_data/morphology_conductance/summaries/fresh/all_learning_curves.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	a4ce94991a54e7f4edbc68c5ce086ba61123b2396ef905f9f2e22ead42e043fc
morphology.figS42.a-f.source_data.morphology_conductance.summaries.fresh.credit_geometry_summary.csv	figS42	a-f	source_data/morphology_conductance/summaries/fresh/credit_geometry_summary.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	326533b151db2e4d95e4ccf95112031074ba0588d0156bbf52714b260b923c65
morphology.figS42.a-f.source_data.morphology_conductance.summaries.fresh.learning_summary.csv	figS42	a-f	source_data/morphology_conductance/summaries/fresh/learning_summary.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	35d8c795fb1599406e5a2734252bdc17bc2e1287901830a99d81306a8bad075c
morphology.figS42.a-f.source_data.morphology_conductance.summaries.fresh.paired_contrasts.csv	figS42	a-f	source_data/morphology_conductance/summaries/fresh/paired_contrasts.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	2116945b289731d2d563e369840fc11ab559395d91b9197e7a96900a277f3bf8
morphology.figS42.a-f.source_data.morphology_conductance.summaries.fresh.paired_seed_contrasts.csv	figS42	a-f	source_data/morphology_conductance/summaries/fresh/paired_seed_contrasts.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	0c105f789847e81a3a007a026d381565bc97cbcb0aa822d556ae3c8f1db8a7c4
morphology.figS42.a-f.source_data.morphology_conductance.summaries.fresh.physical_parameter_summary.csv	figS42	a-f	source_data/morphology_conductance/summaries/fresh/physical_parameter_summary.csv	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	82947ff77e755e01e303158a54dab244f0df7bdc7ca5b9dbad0d5e71cc705711
morphology.figS42.a-f.source_data.morphology_conductance.summaries.fresh.report.json	figS42	a-f	source_data/morphology_conductance/summaries/fresh/report.json	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	0b7d2ac65f55429bbeb092ddabcdbc0a51ad3de9f0e6c7eadf651ac67059bea2
morphology.figS42.a-f.source_data.morphology_conductance.test_results.txt	figS42	a-f	source_data/morphology_conductance/test_results.txt	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	15517e72b0b341168fa78bc2bea46043a2d77128d7615db2c7a3db03dc41a3c5
morphology.figS42.a-f.source_data.morphology_conductance.validation.json	figS42	a-f	source_data/morphology_conductance/validation.json	panel_source	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Finite-calibration primary intervals are Bonferroni-adjusted across two contrasts; credit/conductance intervals are pointwise. Exact-field coefficients and full-target reference selectors are labeled oracle. Separate new end-to-end seeds are not pooled with earlier cohorts.	39701532e731b383e80b59b894735aedb3da7717944fc99f25fc18636ab4a96a
boolean.S43.asset	figS43	a-f	figures/supplementary/figure_S43_panels_A-F.pdf	figure_asset	not applicable	Boolean capacity and canonical gate-credit examples (S43); separately frozen parameter-learning outcomes and controls (S44).	16e51fdc96539ccce76381fb0d0441885ca232103e469001ba36a907e6311079
boolean.S44.asset	figS44	a-h	figures/supplementary/figure_S44_panels_A-H.pdf	figure_asset	not applicable	Boolean capacity and canonical gate-credit examples (S43); separately frozen parameter-learning outcomes and controls (S44).	659e99c595bac4d00ec8a3bd2e4f4e95d0a30fdbf908b8e32ce63ffa83f8ef2a
