entry_id	record_type	figure	panel	status	source_path	sha256	generator_path	replication_unit	notes
creditfirst.panel.588d2e56d6eb0e30	panel_source	figS18	d	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15410_final_states.npz	86cfe2d75e234e21415a544415687a712a92fed31ca77e06ba9ba1af9aa86770	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.9a4476538eef2295	panel_source	figS18	e	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15410_final_states.npz	86cfe2d75e234e21415a544415687a712a92fed31ca77e06ba9ba1af9aa86770	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.e079d8fc46eaefea	panel_source	figS18	f	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15410_final_states.npz	86cfe2d75e234e21415a544415687a712a92fed31ca77e06ba9ba1af9aa86770	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.403b5225cf8916f9	panel_source	figS18	a	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_audit.json	a7c569e8e5e72c4b253c991c51ac5e7f00a684ab3847fc97bd72db7517dffc12	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.0935acb562b3ea99	panel_source	figS18	b	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_audit.json	a7c569e8e5e72c4b253c991c51ac5e7f00a684ab3847fc97bd72db7517dffc12	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.cf11863b394125e5	panel_source	figS18	c	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_audit.json	a7c569e8e5e72c4b253c991c51ac5e7f00a684ab3847fc97bd72db7517dffc12	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.6027dda27e72c326	panel_source	figS18	d	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_audit.json	a7c569e8e5e72c4b253c991c51ac5e7f00a684ab3847fc97bd72db7517dffc12	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.630803a72302fbc7	panel_source	figS18	e	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_audit.json	a7c569e8e5e72c4b253c991c51ac5e7f00a684ab3847fc97bd72db7517dffc12	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.64a2b1ce5c5f97e5	panel_source	figS18	f	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_audit.json	a7c569e8e5e72c4b253c991c51ac5e7f00a684ab3847fc97bd72db7517dffc12	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.83ada400d6d5c9e5	panel_source	figS18	a	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_credit_diagnostics.csv	b42b62005967ad10244422087ab588ca5d08ac53903d6d4f68f04e5202807719	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.33710018a936224b	panel_source	figS18	b	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_credit_diagnostics.csv	b42b62005967ad10244422087ab588ca5d08ac53903d6d4f68f04e5202807719	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.da449f16ec2cb0b4	panel_source	figS18	c	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_credit_diagnostics.csv	b42b62005967ad10244422087ab588ca5d08ac53903d6d4f68f04e5202807719	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.35d9f970799c73de	panel_source	figS18	d	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_credit_diagnostics.csv	b42b62005967ad10244422087ab588ca5d08ac53903d6d4f68f04e5202807719	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.95fbf97244f668f0	panel_source	figS18	e	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_credit_diagnostics.csv	b42b62005967ad10244422087ab588ca5d08ac53903d6d4f68f04e5202807719	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.338ee73bdf21d586	panel_source	figS18	f	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_credit_diagnostics.csv	b42b62005967ad10244422087ab588ca5d08ac53903d6d4f68f04e5202807719	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.289c83d545332a37	panel_source	figS18	a	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_curves.csv	016b327fe3c2b9a85c1e8c1ceada509de3f10d587b9022b1898b3e5ded034152	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.7830073bc7db98c8	panel_source	figS18	b	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_curves.csv	016b327fe3c2b9a85c1e8c1ceada509de3f10d587b9022b1898b3e5ded034152	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.753d000917ed32b5	panel_source	figS18	c	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_curves.csv	016b327fe3c2b9a85c1e8c1ceada509de3f10d587b9022b1898b3e5ded034152	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.a1263b91b97a0a42	panel_source	figS18	d	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_curves.csv	016b327fe3c2b9a85c1e8c1ceada509de3f10d587b9022b1898b3e5ded034152	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.4ec0239daff16f44	panel_source	figS18	e	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_curves.csv	016b327fe3c2b9a85c1e8c1ceada509de3f10d587b9022b1898b3e5ded034152	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.e67f86877edf4f6d	panel_source	figS18	f	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_curves.csv	016b327fe3c2b9a85c1e8c1ceada509de3f10d587b9022b1898b3e5ded034152	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.362e1b388d4497b4	panel_source	figS18	a	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_final_states.npz	d7c6480a957d72b34fdfc313863aeb86794d024a2cd30f755e239019f023880b	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.abd0003309fcc880	panel_source	figS18	b	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_final_states.npz	d7c6480a957d72b34fdfc313863aeb86794d024a2cd30f755e239019f023880b	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.923492ec069bc1e8	panel_source	figS18	c	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_final_states.npz	d7c6480a957d72b34fdfc313863aeb86794d024a2cd30f755e239019f023880b	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.403f69f4ef3ddb63	panel_source	figS18	d	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_final_states.npz	d7c6480a957d72b34fdfc313863aeb86794d024a2cd30f755e239019f023880b	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.65318766f41f5b9f	panel_source	figS18	e	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_final_states.npz	d7c6480a957d72b34fdfc313863aeb86794d024a2cd30f755e239019f023880b	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.c1fb085c2eba27f5	panel_source	figS18	f	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15411_final_states.npz	d7c6480a957d72b34fdfc313863aeb86794d024a2cd30f755e239019f023880b	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.cbb5a870fdbcae67	panel_source	figS18	a	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_audit.json	e3cd93963dcc1467f0bec3b8187af98d1868e491589fa72a482e9508c18f06e1	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.0c1b59620033df4d	panel_source	figS18	b	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_audit.json	e3cd93963dcc1467f0bec3b8187af98d1868e491589fa72a482e9508c18f06e1	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.14cf91ce33410f2c	panel_source	figS18	c	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_audit.json	e3cd93963dcc1467f0bec3b8187af98d1868e491589fa72a482e9508c18f06e1	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.a67718a968f81712	panel_source	figS18	d	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_audit.json	e3cd93963dcc1467f0bec3b8187af98d1868e491589fa72a482e9508c18f06e1	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.7bd14ca00d2f9a49	panel_source	figS18	e	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_audit.json	e3cd93963dcc1467f0bec3b8187af98d1868e491589fa72a482e9508c18f06e1	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.e94937f19bf20304	panel_source	figS18	f	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_audit.json	e3cd93963dcc1467f0bec3b8187af98d1868e491589fa72a482e9508c18f06e1	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.eac27049c8a8d053	panel_source	figS18	a	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_credit_diagnostics.csv	48faaaf140ff5942f2d905037b5d8489af2b9baa8f7a9f12db7e6c240198d535	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.d98fad5cfacf48aa	panel_source	figS18	b	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_credit_diagnostics.csv	48faaaf140ff5942f2d905037b5d8489af2b9baa8f7a9f12db7e6c240198d535	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.edd92e281edcbc12	panel_source	figS18	c	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_credit_diagnostics.csv	48faaaf140ff5942f2d905037b5d8489af2b9baa8f7a9f12db7e6c240198d535	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.79dcc532ca8a0bdf	panel_source	figS18	d	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_credit_diagnostics.csv	48faaaf140ff5942f2d905037b5d8489af2b9baa8f7a9f12db7e6c240198d535	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.b2a2791d3bcdb04f	panel_source	figS18	e	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_credit_diagnostics.csv	48faaaf140ff5942f2d905037b5d8489af2b9baa8f7a9f12db7e6c240198d535	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.e1fd494c539e5b45	panel_source	figS18	f	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_credit_diagnostics.csv	48faaaf140ff5942f2d905037b5d8489af2b9baa8f7a9f12db7e6c240198d535	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.f00d4a5a64c2873a	panel_source	figS18	a	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_curves.csv	2cb62bddb6a1a3ee49c2b90fc9beda38a923a3d20bb48a7d7021dbfff982de3d	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.6d4788656db7ddab	panel_source	figS18	b	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_curves.csv	2cb62bddb6a1a3ee49c2b90fc9beda38a923a3d20bb48a7d7021dbfff982de3d	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.c7b74bc9232d951b	panel_source	figS18	c	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_curves.csv	2cb62bddb6a1a3ee49c2b90fc9beda38a923a3d20bb48a7d7021dbfff982de3d	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.681d02a9dcdd7220	panel_source	figS18	d	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_curves.csv	2cb62bddb6a1a3ee49c2b90fc9beda38a923a3d20bb48a7d7021dbfff982de3d	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.4f7fde06597b5680	panel_source	figS18	e	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_curves.csv	2cb62bddb6a1a3ee49c2b90fc9beda38a923a3d20bb48a7d7021dbfff982de3d	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.15e9bc10c7c41000	panel_source	figS18	f	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_curves.csv	2cb62bddb6a1a3ee49c2b90fc9beda38a923a3d20bb48a7d7021dbfff982de3d	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.72abf0e22517e6b4	panel_source	figS18	a	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_final_states.npz	729baf5fafca7041c3ee0db68e3fd7215ecc801176c67330a74b89e3f6cc5c0f	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.2089a61e8cfce3e6	panel_source	figS18	b	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_final_states.npz	729baf5fafca7041c3ee0db68e3fd7215ecc801176c67330a74b89e3f6cc5c0f	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.195af73b660a03b3	panel_source	figS18	c	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_final_states.npz	729baf5fafca7041c3ee0db68e3fd7215ecc801176c67330a74b89e3f6cc5c0f	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.279a3801d92daddc	panel_source	figS18	d	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_final_states.npz	729baf5fafca7041c3ee0db68e3fd7215ecc801176c67330a74b89e3f6cc5c0f	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.a2b7b7d091a0b6d3	panel_source	figS18	e	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_final_states.npz	729baf5fafca7041c3ee0db68e3fd7215ecc801176c67330a74b89e3f6cc5c0f	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.effd804288e2abb5	panel_source	figS18	f	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15412_final_states.npz	729baf5fafca7041c3ee0db68e3fd7215ecc801176c67330a74b89e3f6cc5c0f	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.3c8923a5d8e0fb12	panel_source	figS18	a	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15413_audit.json	242579c2037a3b750690e4e61c966010875191b1ee82a0c1b1a4c1ec3ea7fed7	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
creditfirst.panel.531a25d3cda92fe4	panel_source	figS18	b	ready	drafts/dendritic-local-learning/journal/source_data/morphology_conductance/runs/fresh/seed_15413_audit.json	242579c2037a3b750690e4e61c966010875191b1ee82a0c1b1a4c1ec3ea7fed7	drafts/dendritic-local-learning/journal/scripts/supplement_consolidation/build.py	seed blocks and split identified in source; 20 fresh seed blocks per confirmatory cohort	Complete numerical source of selected input panel. Selected S42 panel A. Exact crop and source hashes in curation manifest. Complete tables can contain other panels/conditions; no additional replication is implied.
