condition,feedback,seed,config_index,validation_accuracy,test_accuracy,n_epochs_recorded,best_epoch,best_validation_loss,final10_validation_slope,right_censored,active_optimizer_group_count,active_learning_rate,sparse_active_weight_maintenance_rate,adam_weight_decay,calibration_converged,calibration_reverted,pairing_projection_sha256,calibration_signature_sha256,generated_config_sha256,resolved_config_sha256,result_sha256,checkpoint_sha256,training_summary_sha256,calibration_sha256
cifar10_raw_additive_neuron_specific_confirmatory,neuron specific,10815,35,0.5117999911308289,0.5073999762535095,105,65,1.390884298324585,0.0025909626272953043,False,1,0.001,0.01,0.0,True,False,407bf3754bb6f35f0ca0d189caa10c413a4c21e017cb6b12e574c8fe99be7256,4e29cce9a9b2fc043a400c8713523e5e0d57a7d41f8c6fb55e5ce35e6b0603b3,634df97b7bf729f02cd21a01547dce8a362d5c991f3d4c284edfff88147ceb32,a4e2082d0d06beb743b09a6da33a45645db905a9546099a2cf8b63f734c9c29e,672d3d61f7948e9fb8c77175122dd3ab63e1be9a17aba2936699b961ee12846d,f20752434cebd0616c4ad8f3ffb2b535744c93a0dcd48c823b78e814d4b78a18,748a1477d3febce559d70b4879b5c98a53116ebbc0d53ff5f0edc4c537890be8,29c6d0117f1526c5336d11773b8392bdb7ad016e539dcc0f831138cab71d8f3b
cifar10_raw_additive_strict_scalar_confirmatory,strict scalar,10815,15,0.35199999809265137,0.3522999882698059,88,48,1.7378272298812867,-0.0020228060878406833,False,1,0.001,0.01,0.0,True,False,407bf3754bb6f35f0ca0d189caa10c413a4c21e017cb6b12e574c8fe99be7256,4e29cce9a9b2fc043a400c8713523e5e0d57a7d41f8c6fb55e5ce35e6b0603b3,55b34cf161e696f8ba0e5861160a40edd490020f91e21b508568a54ee7ffc2f6,d9d28e02cb1e494749983f63ae603e31bb6419bb402db6c08099655f34835d30,d9f4f85152b71d1e5bc3ff96e58ea2498fb30ef73d9dbe46aa1eb14100c487b9,41829c34fb919dcb6507ac003f54f019fc6e95d37ae736e77e786a602cac222b,581d3782cca44136ff3ebc4df577fee5af3074d0ff8653b22be5edfe88c3a0d2,29c6d0117f1526c5336d11773b8392bdb7ad016e539dcc0f831138cab71d8f3b
cifar10_raw_additive_matched_bp_confirmatory,backpropagation,10816,76,0.5191999673843384,0.49549999833106995,72,32,1.4091905345916749,-0.00112547502228703,False,1,0.001,0.01,0.0,True,False,ac416bf845747447f5c4e0a7b910129d6f3d49c98245157165b99549fd219e12,fec86f48026c2e64e52573c6c684a5cf4ca9c47edd264441d30f6c4cea75ba63,afe193e7afea3b74be32463cfcda84f3d0475af62a6877a1332b2b4aeb0c1134,9671a66e5f8a7dab38ed6d15df6051e93f7e6277a450be4176531a0451dec48a,f1bf692edbc4ff090d7644743059eab8a5dd658c853a6877808402288085fa1d,84402f4d4b5b8b204a7f39d8b154fe07f7e179f569aa295504052b401f0430de,c2aa88ef3d2bc8f40a9d05b7a1c028ac53d3ac421171e4038cfb0b77d6021b10,c6c647ec81bcead07480d5b5af0cefbf5c447b6f8ca00b961e49c1546974081d
cifar10_raw_additive_exact_path_confirmatory,exact path,10816,56,0.5004000067710876,0.5022000074386597,64,24,1.4189497245788574,0.0021258030538847663,False,1,0.001,0.01,0.0,True,False,ac416bf845747447f5c4e0a7b910129d6f3d49c98245157165b99549fd219e12,fec86f48026c2e64e52573c6c684a5cf4ca9c47edd264441d30f6c4cea75ba63,0e3bc98a8579c615bd3562538cbe193a4aad8b7b338c65b3147024888c287665,3565a550a855e23fbe5e5007a7ddc3e3a0936bae9b79acf5a20eefd0c3324732,36eec62b160a97ccda15ccf6f04d30a82609963f75e449b05f7c7deb17bcfee4,82bad3d2b7008fed19a5f9dc19eb6e1cd927e1f3fd1a2557a8e1a94c17f48be9,23bb951a601fa0c2e974dc0101bbb62eab6ecfc5506a097b04e04e7a36709be5,c6c647ec81bcead07480d5b5af0cefbf5c447b6f8ca00b961e49c1546974081d
cifar10_raw_additive_neuron_specific_confirmatory,neuron specific,10816,36,0.5054000020027161,0.5062999725341797,97,57,1.3871817392349244,-0.0011298482444069432,False,1,0.001,0.01,0.0,True,False,ac416bf845747447f5c4e0a7b910129d6f3d49c98245157165b99549fd219e12,fec86f48026c2e64e52573c6c684a5cf4ca9c47edd264441d30f6c4cea75ba63,800c3fd022346b1425fbddb9481d3f916e2a1e2f34780ea76c34b2ea11c2d4c4,df23ad93dd15ef15536912289ad1f61f9e2d506bdb3fbadae0105c9002931889,54cea8fa7fea43fef75432acf15521f80efd9c974fa4745c38bb6413424799af,6bda2689717497c29c047bf06aa19f39032bab0aa915c17acc315f6ea243f479,2b6c74911e5249a216ad690e2ac8edc189e536182e9b00905698fda1641ccd2b,c6c647ec81bcead07480d5b5af0cefbf5c447b6f8ca00b961e49c1546974081d
cifar10_raw_additive_strict_scalar_confirmatory,strict scalar,10816,16,0.3449999988079071,0.34139999747276306,119,79,1.7325613050460815,0.0009561682880286495,False,1,0.001,0.01,0.0,True,False,ac416bf845747447f5c4e0a7b910129d6f3d49c98245157165b99549fd219e12,fec86f48026c2e64e52573c6c684a5cf4ca9c47edd264441d30f6c4cea75ba63,aabcad81dc15a7103efa3cd7390ead58994c1c4e07527d0e9d5869b74a38a1f1,aaa84452ed76a2fadbff55a579d5d79c5616b81e9a781c5fa05c22c39f7b8f8b,2022ada35d53f2c818a81f3fd4fc971ef604a749692836716c729b95cd0be305,20721fb2733fb3739ddf997d69fe9658d347d450a1030c40bee07e9fc0492c7c,b61bfae7492b38482a88721c4041a0f42530c713b78a451dfb83372cf9f90ee3,c6c647ec81bcead07480d5b5af0cefbf5c447b6f8ca00b961e49c1546974081d
cifar10_raw_additive_matched_bp_confirmatory,backpropagation,10817,77,0.5022000074386597,0.5060999989509583,66,26,1.43628463306427,0.004337182392929639,False,1,0.001,0.01,0.0,True,False,668306ef840fb38b7bd15b2710019b057469693c8a89a9fb4c51066b90c8ab37,417b19586dbb15f8a38b34593d21ee7537ae177ac0aedd09e871ca5db7e1b9e7,b8b40735aca63b1b762e1fd6e481bef054a58b183ff165b5b293ff0b725afb80,11598223a57285dfd9a89ef7b08d5ddc4417317f750e6494fb1daaefa1499e5a,eacbaf817dcd1af2af2bd25c379e1dfa90e5d40950ba5815bb2215347957a7fc,b5d24808c000f6414a16bbf2ef51cbafa131f51c2b8916245d0c9b7df0cd9aaf,6150f2c33a2a9f38d98c2c647ccd4a1821d7ac7af2363a4d76dca4624bac5328,33caddbca3aeced2dc376879ddf97728a271d009e5ab910e2ad1de49b0af94a6
cifar10_raw_additive_exact_path_confirmatory,exact path,10817,57,0.49539998173713684,0.49949997663497925,59,19,1.451886421585083,0.0021965924349698156,False,1,0.001,0.01,0.0,True,False,668306ef840fb38b7bd15b2710019b057469693c8a89a9fb4c51066b90c8ab37,417b19586dbb15f8a38b34593d21ee7537ae177ac0aedd09e871ca5db7e1b9e7,b49190b56ef88567d3c28399c58e05c4499ac29aef1b92be6f5c3ca2a3002746,e8b960907a5bb49a5cd1f059817c5693408cd0e79de72bba6a6c283225ad80ac,7fd88865072e57bf77157326ab83aa9ff37909411e93e615054e3edeeadd091d,7dd96f3007c2658ea139268a9f34454b5ffd30eb5302d695a2f881f6634e54ae,8290f859f4ff64b7b4ed0e85a7b85bb7bd101b1cc25554867362fb4392163035,33caddbca3aeced2dc376879ddf97728a271d009e5ab910e2ad1de49b0af94a6
cifar10_raw_additive_neuron_specific_confirmatory,neuron specific,10817,37,0.4959999918937683,0.500499963760376,90,50,1.4246359790802001,0.003787749113603127,False,1,0.001,0.01,0.0,True,False,668306ef840fb38b7bd15b2710019b057469693c8a89a9fb4c51066b90c8ab37,417b19586dbb15f8a38b34593d21ee7537ae177ac0aedd09e871ca5db7e1b9e7,aa2b016286701b06a4e78b43e631e37351dcefed0f803643d258bb9df7b9d28a,0cebfe07f85c4f87cc304b3136c70697d9a16356b4b2675bf0c13e36726e9013,fc66467af2e51fcff3633296d65e408040d4df131cf833a8cbc748fd1a32491f,ad5571527f727825f2f10952014bda64add73ad93ab3c68297d1e2f09350d7b5,3887a13839b96fca68182d57cb35d181177b89425ae8ca1afd1f2f56ef1ac864,33caddbca3aeced2dc376879ddf97728a271d009e5ab910e2ad1de49b0af94a6
cifar10_raw_additive_strict_scalar_confirmatory,strict scalar,10817,17,0.33399999141693115,0.34379997849464417,74,34,1.7734094987869262,-2.935507572061596e-05,False,1,0.001,0.01,0.0,True,False,668306ef840fb38b7bd15b2710019b057469693c8a89a9fb4c51066b90c8ab37,417b19586dbb15f8a38b34593d21ee7537ae177ac0aedd09e871ca5db7e1b9e7,649375a31af20f29ae19abbd493a08a07543c1ce3784835a7901232c802d1948,70d7c182beb7fa5ce01852c16f81ac3302469662a9518d5a6c6abcbbd5cf5fc8,bbda398b4a0043358a990344c4f7f267f7b72144eda50b28f1cd2e5e0c2e3d53,f98d0014f99e962bfe29752b99682401b4aa0b222fd0cf1eded2f7048693479a,563c0bc8928e13d48877f98dd2dbc4d411b8b25bd3b1c954660dbe0dcc606d1c,33caddbca3aeced2dc376879ddf97728a271d009e5ab910e2ad1de49b0af94a6
cifar10_raw_additive_matched_bp_confirmatory,backpropagation,10818,78,0.5008000135421753,0.511900007724762,69,29,1.4363270147323608,0.0017221082675818945,False,1,0.001,0.01,0.0,True,False,f8fb794e7ee00fab701b79e654a59a7cebf28c8e062aaea1616f3c7f2a2f7fbd,5886cbb85b4fc7718b936b25ea445fc20dd2022759a16ca7b19821836187a848,294f763e4f96f28980c20ede914684066bd93d1b70917ebb5d926543870e7d63,b3b1920912525be564b150dad8e79584427b4799aa13d8468bf86a718e1b39d9,e6ef7fb39639d53594d99362e802b5c410cac392dae5daf572d435a23948fbfd,043a60cd9219fad8a148819e0fedff960d53e4247c16330b6829c2be8aeadbe0,5afee46ebd2d9289ddef96a714904acf49916ebdecf948564e442b30395013a3,afa84faad3bb8f1554f57ace9a7c562372a405bc7a89ed8e3f0ab22217efc652
cifar10_raw_additive_exact_path_confirmatory,exact path,10818,58,0.5022000074386597,0.5036999583244324,61,21,1.409700054550171,0.003864622904459636,False,1,0.001,0.01,0.0,True,False,f8fb794e7ee00fab701b79e654a59a7cebf28c8e062aaea1616f3c7f2a2f7fbd,5886cbb85b4fc7718b936b25ea445fc20dd2022759a16ca7b19821836187a848,6ee169b8ac9dc2cd8c8f305ddfc02eac6360c2a81610c0c966942d94b074858f,f7984e2f852585da7917fb4da96649bd33a6867d8b8fb1e419168099e98766d2,170fd5c24db6d19a0ab545569586f5a08101909b42af927873a4f86a68dc7385,bd4d1f8a855e8591961651889d83b3664712bf3acda5ec2f2a39649e4577912e,0ffed91f8f129df65af1e3303b9032693411383f67d5aa3f5e35185b5f2dceab,afa84faad3bb8f1554f57ace9a7c562372a405bc7a89ed8e3f0ab22217efc652
cifar10_raw_additive_neuron_specific_confirmatory,neuron specific,10818,38,0.5019999742507935,0.5059999823570251,93,53,1.41148285446167,0.003476818729747466,False,1,0.001,0.01,0.0,True,False,f8fb794e7ee00fab701b79e654a59a7cebf28c8e062aaea1616f3c7f2a2f7fbd,5886cbb85b4fc7718b936b25ea445fc20dd2022759a16ca7b19821836187a848,02f405962e167c80a0fb6b008e199d0aef690f3d5e3c3967537a8efcd7c7d83e,8cdf4f8be84e33e90cdbdfbbdf741373f14eb81c58abb0e21bb84c833e56efe4,afc1cdf26b896dfaf9169327bbec8fc090e84527b2871e777f214643c9b63053,bad447fed48b3b5dc9d1c0e43497de4966bd8c3c663a29e8dfe3312dc375a09d,2978bf33ef7b4d476cb11c62d607fea581930e03f3866ceb87b38751dcadab70,afa84faad3bb8f1554f57ace9a7c562372a405bc7a89ed8e3f0ab22217efc652
cifar10_raw_additive_strict_scalar_confirmatory,strict scalar,10818,18,0.3522000014781952,0.3479999899864197,101,61,1.755374709892273,0.0005914812943430449,False,1,0.001,0.01,0.0,True,False,f8fb794e7ee00fab701b79e654a59a7cebf28c8e062aaea1616f3c7f2a2f7fbd,5886cbb85b4fc7718b936b25ea445fc20dd2022759a16ca7b19821836187a848,f899b3fd9311d9aca126fe6123b50a2552fe75efea3668aae240aa6a845173cf,904a33796c835585252b63d192ac3a17f6516d583636591bdc43ee1285b1e9b7,ebf89f92764696f6c86f7917bd5cc1f9c5c473dd5567bb33c27c6b251ab41cf4,8c73f1e8c4e1765469ec9760fba47da2416a447511988be00dc06bfcb83fd363,62dfdbf6bbe30afebd003e4fd6480c4cec42f6c541aad54f0a0b50ba90c51686,afa84faad3bb8f1554f57ace9a7c562372a405bc7a89ed8e3f0ab22217efc652
cifar10_raw_additive_matched_bp_confirmatory,backpropagation,10819,79,0.495199978351593,0.4940999746322632,66,26,1.45655809841156,-0.0009467592678648296,False,1,0.001,0.01,0.0,True,False,8ae686e0fe1656ca8fd8cc233001194d0f2567bf445e25b58c3da412df438151,7ab5625223a4fa36a6e75254f8fcad4b8df265fd96409072afd84584e00bca2c,d64e2d1c2341b474f34762ab5b4cbaa39ec20ab309b037e84db395e93a408730,0a74b88e393183742d70ae86272cb5a508b4a1ebc7b577270242197462b1d23f,6d89c82664142dd8b422ba5c65aebff6d7713ad751bd29fc857ee5ca80b50edf,84aba9abc9fd8aaa3e5be816a9dfa12d9d9e633cfe164398fe0f2c28e41b9936,6d29e142dcaa357b6b965d5adbf0fdf909916cc61b53a0f823f05f451f5a2b95,59ec8915b3671e38b6bde15e84f19b02e657597a8a3478dfd2078199dd36296e
cifar10_raw_additive_exact_path_confirmatory,exact path,10819,59,0.49459999799728394,0.49729999899864197,67,27,1.4478674236297608,0.0010867443547104853,False,1,0.001,0.01,0.0,True,False,8ae686e0fe1656ca8fd8cc233001194d0f2567bf445e25b58c3da412df438151,7ab5625223a4fa36a6e75254f8fcad4b8df265fd96409072afd84584e00bca2c,8eec9537ea78551242f351eadd489ecc0ed7eba857279f2cfb7ff0e9db98ea14,3ab9b84663955b0cab3ffac5e8021f877a64e57226fb48849b43f5db5b7b2601,a5259b923988412bf42f1fc407bb3bb5ddc2bdcb95a1a567494406742a296d3c,bc90742e6099789f65f0f21dd30ea93217ab9150f825d62f8bc376e9fd8979f7,50fe2fef329780ba51e44746f56288eb30dfb9f72fc7adac3a70bfb6b16802ab,59ec8915b3671e38b6bde15e84f19b02e657597a8a3478dfd2078199dd36296e
cifar10_raw_additive_neuron_specific_confirmatory,neuron specific,10819,39,0.5067999958992004,0.507099986076355,105,65,1.4187496879577637,-0.0022189223977291304,False,1,0.001,0.01,0.0,True,False,8ae686e0fe1656ca8fd8cc233001194d0f2567bf445e25b58c3da412df438151,7ab5625223a4fa36a6e75254f8fcad4b8df265fd96409072afd84584e00bca2c,0a6fc42fdd255a350bbde59df9d84af58883042d985e6339dfcaf058945af4a6,4bd6606c0b0839750bee57e9f149af8e994690d2930e4f127b0c6bfec2c59312,7f8808340764310c5a05fe2621265d6288ef829e567a382084ecaad7a42bc140,4a38a6ffc18644b35b9fb8ccff2e4954ecbc02664996ae553631516f8be26570,fd0b8bc8f44140e9b9aef80332e1dcf0868b1d1ad00fe046bfc3d14dd3c57635,59ec8915b3671e38b6bde15e84f19b02e657597a8a3478dfd2078199dd36296e
cifar10_raw_additive_strict_scalar_confirmatory,strict scalar,10819,19,0.3407999873161316,0.34929999709129333,78,38,1.7629994354248046,0.001848590798811498,False,1,0.001,0.01,0.0,True,False,8ae686e0fe1656ca8fd8cc233001194d0f2567bf445e25b58c3da412df438151,7ab5625223a4fa36a6e75254f8fcad4b8df265fd96409072afd84584e00bca2c,f1885ae3688e0d95a12442ef3f4def2f83f1563eab9549d0e9648d01530227f8,0de05365f525361e06c688550d2935f213738cf1f3857e5d73f9bf721c499388,86dafea5e93f59d1f7a9da6ec61e5b4870d34692bfe8db3a2a4b48c390147495,28ca3c1264317abeaedaa31a861c95c98bdfc21a98df0e12c22d29cbc370454c,463b7b7c5d30295f2c486abb30d0c234d8543ebcb1a8b67afc9d95839cbf4f9f,59ec8915b3671e38b6bde15e84f19b02e657597a8a3478dfd2078199dd36296e
